year_month,year,month,country,treatment_location,healthboard,hscp_name,location_name,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_meeting_target_aggregate,number_meeting_target_episode,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown,attendance_greater8hrs,attendance_greater12hrs,x_coordinate,y_coordinate,percent_target_met,percent_target_met_ep
2007-08,2007,August,Scotland,N337H,NHS Grampian,Aberdeenshire,Chalmers Hospital,Minor Injury Unit or Other,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,368817.4,864465.9,1,NA
2007-08,2007,August,Scotland,N411H,NHS Grampian,Moray,Dr Gray's Hospital,Emergency Department,1905,1905,1791,1791,560,2,1273,27,43,6,0,320593,862526,0.9401574803149606,0.9401574803149606
2007-08,2007,August,Scotland,N431H,NHS Grampian,Moray,Seafield Hospital,Minor Injury Unit or Other,104,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,341530,864641,1,NA
2007-08,2007,August,Scotland,N432H,NHS Grampian,Moray,Stephen Cottage Hospital,Minor Injury Unit or Other,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,332615,840044,1,NA
2007-08,2007,August,Scotland,N433H,NHS Grampian,Moray,Turner Memorial Hospital,Minor Injury Unit or Other,118,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,342894.03,850604.07,1,NA
2007-08,2007,August,Scotland,N434H,NHS Grampian,Moray,Leanchoil Hospital,Minor Injury Unit or Other,62,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,305635,857990,1,NA
2007-08,2007,August,Scotland,N451H,NHS Grampian,Moray,Fleming Cottage Hospital,Minor Injury Unit or Other,36,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,326704,842816,1,NA
2007-08,2007,August,Scotland,N494H,NHS Grampian,Aberdeenshire,Kincardine Community Hospital,Minor Injury Unit or Other,150,150,150,150,0,1,122,27,0,0,0,386065.6,786460.5,1,1
2007-08,2007,August,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1407,1407,1388,1388,352,1,956,84,14,0,0,238439,680824,0.9864960909737029,0.9864960909737029
2007-08,2007,August,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1407,1407,1388,1388,352,1,956,84,14,0,0,238439,680824,0.9864960909737029,0.9864960909737029
2007-08,2007,August,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2791,2791,2732,2732,577,1,2039,25,149,0,0,224623.63,675929.12,0.9788606234324615,0.9788606234324615
2007-08,2007,August,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2791,2791,2732,2732,577,1,2039,25,149,0,0,224623.63,675929.12,0.9788606234324615,0.9788606234324615
2007-08,2007,August,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5691,5691,5548,5548,1577,6,3742,64,302,2,0,247423,662910,0.9748726058689159,0.9748726058689159
2007-08,2007,August,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5691,5691,5548,5548,1577,6,3742,64,302,2,0,247423,662910,0.9748726058689159,0.9748726058689159
2007-08,2007,August,Scotland,G107H,NHS Greater Glasgow and Clyde,Glasgow City,Glasgow Royal Infirmary,Emergency Department,6248,6248,5881,5881,1898,18,3883,113,336,9,2,260185,665688,0.9412612035851472,0.9412612035851472
2007-08,2007,August,Scotland,G207H,NHS Greater Glasgow and Clyde,Glasgow City,Stobhill Hospital,Emergency Department,3627,3627,3348,3348,1062,1,2380,41,143,23,4,261277,668868,0.9230769230769231,0.9230769230769231
2007-08,2007,August,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Emergency Department,5964,5964,5844,5844,1572,13,4225,105,49,2,0,258200,661808,0.9798792756539235,0.9798792756539235
2007-08,2007,August,Scotland,G405H,NHS Greater Glasgow and Clyde,Glasgow City,Queen Elizabeth University Hospital,Emergency Department,4162,4162,3813,3813,1146,12,2743,36,225,7,0,253769,665746,0.9161460836136472,0.9161460836136472
2007-08,2007,August,Scotland,G513H,NHS Greater Glasgow and Clyde,Glasgow City,Royal Hospital for Children,Emergency Department,3007,3007,2962,2962,529,0,2467,3,8,2,1,253655,665616,0.9850349185234453,0.9850349185234453
2007-08,2007,August,Scotland,G516H,NHS Greater Glasgow and Clyde,Glasgow City,West Glasgow,Emergency Department,5177,5177,4733,4733,1643,9,3112,113,300,26,3,255434,667982,0.9142360440409504,0.9142360440409504
2007-08,2007,August,Scotland,C103B,NHS Highland,NA,NA,Minor Injury Unit or Other,423,NA,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9976359338061466,NA
2007-08,2007,August,Scotland,C106H,NHS Highland,Argyll and Bute,Cowal Community Hospital,Minor Injury Unit or Other,628,NA,627,NA,NA,NA,NA,NA,NA,NA,NA,217324,677908,0.9984076433121019,NA
2007-08,2007,August,Scotland,C108H,NHS Highland,Argyll and Bute,Islay Hospital,Minor Injury Unit or Other,94,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,131615,659676,1,NA
2007-08,2007,August,Scotland,C110H,NHS Highland,NA,NA,Minor Injury Unit or Other,364,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2007-08,2007,August,Scotland,C113H,NHS Highland,Argyll and Bute,Victoria Hospital,Minor Injury Unit or Other,367,NA,361,NA,NA,NA,NA,NA,NA,NA,NA,208723,663909,0.9836512261580381,NA
2007-08,2007,August,Scotland,C117J,NHS Highland,NA,NA,Minor Injury Unit or Other,74,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9864864864864865,NA
2007-08,2007,August,Scotland,C121H,NHS Highland,Argyll and Bute,Lorn & Islands Hospital,Emergency Department,631,NA,629,NA,NA,NA,NA,NA,NA,NA,NA,185665,728549,0.9968304278922345,NA
2007-08,2007,August,Scotland,C122H,NHS Highland,Argyll and Bute,Campbeltown Hospital,Minor Injury Unit or Other,250,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,172003,619995,0.996,NA
2007-08,2007,August,Scotland,H101H,NHS Highland,Highland,Dunbar Hospital,Minor Injury Unit or Other,228,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,310580,967264,0.9956140350877193,NA
2007-08,2007,August,Scotland,H103H,NHS Highland,Highland,Caithness General Hospital,Emergency Department,578,NA,573,NA,NA,NA,NA,NA,NA,NA,NA,336130,950861,0.9913494809688581,NA
2007-08,2007,August,Scotland,H106H,NHS Highland,Highland,Lawson Memorial Hospital,Minor Injury Unit or Other,66,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,282528,899920,1,NA
2007-08,2007,August,Scotland,H202H,NHS Highland,Highland,Raigmore Hospital,Emergency Department,2805,2805,2717,2717,578,4,2167,1,55,3,0,268618,844740,0.9686274509803922,0.9686274509803922
2007-08,2007,August,Scotland,H208H,NHS Highland,Highland,Nairn Town and County Hospital,Minor Injury Unit or Other,283,NA,281,NA,NA,NA,NA,NA,NA,NA,NA,288120,855775,0.9929328621908127,NA
2007-08,2007,August,Scotland,H210H,NHS Highland,Highland,Ian Charles Community Hospital,Minor Injury Unit or Other,107,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,303534,828518,1,NA
2007-08,2007,August,Scotland,H212H,NHS Highland,Highland,Belford Hospital,Emergency Department,936,NA,921,NA,NA,NA,NA,NA,NA,NA,NA,210613,774069,0.9839743589743589,NA
2007-08,2007,August,Scotland,H214H,NHS Highland,Highland,Mackinnon Memorial Hospital,Minor Injury Unit or Other,304,NA,287,NA,NA,NA,NA,NA,NA,NA,NA,164000,823875,0.944078947368421,NA
2007-08,2007,August,Scotland,H215H,NHS Highland,Highland,Portree Hospital,Minor Injury Unit or Other,150,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,148283,843314,0.9733333333333334,NA
2007-08,2007,August,Scotland,H217H,NHS Highland,Highland,Ross Memorial Hospital,Minor Injury Unit or Other,225,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,255614,858620,1,NA
2007-08,2007,August,Scotland,H219H,NHS Highland,Highland,County Community Hospital Invergordon,Minor Injury Unit or Other,104,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,271838,869426,0.9903846153846154,NA
2007-08,2007,August,Scotland,H227B,NHS Highland,NA,NA,Minor Injury Unit or Other,218,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2007-08,2007,August,Scotland,L106H,NHS Lanarkshire,North Lanarkshire,University Hospital Monklands,Emergency Department,5692,5692,5498,5498,1668,3,3969,25,27,6,0,274962,665442,0.965917076598735,0.965917076598735
2007-08,2007,August,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,174,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2007-08,2007,August,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,174,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2007-08,2007,August,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,140,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2007-08,2007,August,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,140,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2007-08,2007,August,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,4833,4833,4717,4717,1059,10,3717,15,32,20,6,260668,654078,0.9759983447134285,0.9759983447134285
2007-08,2007,August,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,4833,4833,4717,4717,1059,10,3717,15,32,20,6,260668,654078,0.9759983447134285,0.9759983447134285
2007-08,2007,August,Scotland,L308H,NHS Lanarkshire,North Lanarkshire,University Hospital Wishaw,Emergency Department,5614,5614,5531,5531,1298,5,4267,23,21,2,0,278294,655081,0.9852155325970787,0.9852155325970787
2007-08,2007,August,Scotland,S116H,NHS Lothian,Edinburgh,Western General Hospital,Minor Injury Unit or Other,2972,2972,2784,2784,907,2,2060,3,0,8,0,323004,674999,0.9367429340511441,0.9367429340511441
2007-08,2007,August,Scotland,S308H,NHS Lothian,West Lothian,St John's Hospital,Emergency Department,4036,4036,3912,3912,763,4,2912,123,234,1,0,305077,667692,0.9692765113974232,0.9692765113974232
2007-08,2007,August,Scotland,S314H,NHS Lothian,Edinburgh,Royal Infirmary of Edinburgh at Little France,Emergency Department,9473,9473,8620,8620,2759,18,6526,170,0,56,1,327699,669148,0.9099546078327879,0.9099546078327879
2007-08,2007,August,Scotland,S319H,NHS Lothian,Edinburgh,Royal Hospital for Children and Young People,Emergency Department,2875,2875,2847,2847,461,0,2410,4,0,0,0,NA,NA,0.9902608695652174,0.9902608695652174
2007-08,2007,August,Scotland,R103H,NHS Orkney,Orkney Islands,The Balfour,Minor Injury Unit or Other,237,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,344590,1010016,1,NA
2007-08,2007,August,Scotland,Z102H,NHS Shetland,Shetland Islands,Gilbert Bain Hospital,Emergency Department,745,745,727,727,140,0,568,5,32,1,1,446981,1141029,0.9758389261744966,0.9758389261744966
2007-08,2007,August,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,4072,4072,4040,4040,938,11,3090,33,0,1,0,339005.12,730389.6,0.9921414538310412,0.9921414538310412
2007-08,2007,August,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,4072,4072,4040,4040,938,11,3090,33,0,1,0,339005.12,730389.6,0.9921414538310412,0.9921414538310412
2007-08,2007,August,Scotland,T202H,NHS Tayside,Perth and Kinross,Perth Royal Infirmary,Emergency Department,2300,2300,2281,2281,387,0,1769,45,99,0,0,310411,723623,0.9917391304347826,0.9917391304347826
2007-08,2007,August,Scotland,T208H,NHS Tayside,NA,NA,Minor Injury Unit or Other,63,63,63,63,0,0,63,0,0,0,0,NA,NA,1,1
2007-08,2007,August,Scotland,T209H,NHS Tayside,Perth and Kinross,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,147,147,145,145,7,0,140,0,0,0,0,317409,744585.83,0.9863945578231292,0.9863945578231292
2007-08,2007,August,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,700,700,699,699,43,0,657,0,0,0,0,363406,740444,0.9985714285714286,0.9985714285714286
2007-08,2007,August,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,700,700,699,699,43,0,657,0,0,0,0,363406,740444,0.9985714285714286,0.9985714285714286
2007-08,2007,August,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,146,146,146,146,4,0,140,2,0,0,0,360207,760462,1,1
2007-08,2007,August,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,146,146,146,146,4,0,140,2,0,0,0,360207,760462,1,1
2007-08,2007,August,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,422,422,422,422,14,0,407,1,0,0,0,346619,751376,1,1
2007-08,2007,August,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,422,422,422,422,14,0,407,1,0,0,0,346619,751376,1,1
2007-08,2007,August,Scotland,T357C,NHS Tayside,NA,NA,Minor Injury Unit or Other,334,334,334,334,19,0,307,8,0,0,0,NA,NA,1,1
2007-08,2007,August,Scotland,W106H,NHS Western Isles,Western Isles,St Brendans Cot Hospital,Minor Injury Unit or Other,36,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,65926,797989,0.9722222222222222,NA
2007-08,2007,August,Scotland,W107H,NHS Western Isles,Western Isles,Western Isles Hospital,Emergency Department,767,767,742,742,180,0,584,1,2,0,0,142692,934195,0.9674054758800521,0.9674054758800521
2007-08,2007,August,Scotland,W108H,NHS Western Isles,Western Isles,Uist & Barra Hospital,Minor Injury Unit or Other,112,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,77740,855235,1,NA
2007-09,2007,September,Scotland,A101H,NHS Ayrshire and Arran,North Ayrshire,Arran War Memorial Hospital,Minor Injury Unit or Other,173,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,203533,632121,1,NA
2007-09,2007,September,Scotland,A111H,NHS Ayrshire and Arran,East Ayrshire,University Hospital Crosshouse,Emergency Department,5499,5499,5426,5426,2028,9,3321,37,104,0,0,240159.8,638520.4,0.9867248590652846,0.9867248590652846
2007-09,2007,September,Scotland,A207H,NHS Ayrshire and Arran,NA,NA,Minor Injury Unit or Other,78,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2007-09,2007,September,Scotland,A210H,NHS Ayrshire and Arran,South Ayrshire,University Hospital Ayr,Emergency Department,3270,3270,3157,3157,1177,0,1937,83,73,0,0,235861,618224,0.9654434250764526,0.9654434250764526
2007-09,2007,September,Scotland,B103H,NHS Borders,Scottish Borders,The Knoll Hospital,Minor Injury Unit or Other,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,378679,653306,1,NA
2007-09,2007,September,Scotland,B105H,NHS Borders,Scottish Borders,Hawick Community  Hospital,Minor Injury Unit or Other,106,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,349809,614689,1,NA
2007-09,2007,September,Scotland,B114H,NHS Borders,Scottish Borders,Kelso Hospital,Minor Injury Unit or Other,31,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,372790,634491,1,NA
2007-09,2007,September,Scotland,B118H,NHS Borders,Scottish Borders,Hay Lodge Hospital,Minor Injury Unit or Other,87,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,324699,640483,1,NA
2007-09,2007,September,Scotland,B120H,NHS Borders,Scottish Borders,Borders General Hospital,Emergency Department,2028,2028,2016,2016,596,0,1208,13,211,0,0,353342,633789,0.9940828402366864,0.9940828402366864
2007-09,2007,September,Scotland,Y101H,NHS Dumfries and Galloway,Dumfries and Galloway,Castle Douglas Community Hospital,Minor Injury Unit or Other,59,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,276781,562189,1,NA
2007-09,2007,September,Scotland,Y106H,NHS Dumfries and Galloway,Dumfries and Galloway,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,44,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,268392,550781,1,NA
2007-09,2007,September,Scotland,Y109H,NHS Dumfries and Galloway,Dumfries and Galloway,Moffat Community Hospital,Minor Injury Unit or Other,12,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,309357,605079,1,NA
2007-09,2007,September,Scotland,Y110H,NHS Dumfries and Galloway,Dumfries and Galloway,Newton Stewart Hospital,Minor Injury Unit or Other,63,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,240517,564668,1,NA
2007-09,2007,September,Scotland,Y144H,NHS Dumfries and Galloway,Dumfries and Galloway,Galloway Community Hospital,Emergency Department,1064,NA,1046,NA,NA,NA,NA,NA,NA,NA,NA,206341,560236,0.9830827067669173,NA
2007-09,2007,September,Scotland,Y146H,NHS Dumfries and Galloway,Dumfries and Galloway,Dumfries & Galloway Royal Infirmary,Emergency Department,2909,2909,2835,2835,982,5,1872,8,42,0,0,294130,575081,0.9745617050532829,0.9745617050532829
2007-09,2007,September,Scotland,F704H,NHS Fife,Fife,Victoria Hospital,Emergency Department,3837,3837,3646,3646,612,104,2958,41,122,12,1,327977,693093,0.9502215272348189,0.9502215272348189
2007-09,2007,September,Scotland,F708H,NHS Fife,Fife,Adamson Hospital,Minor Injury Unit or Other,147,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,337144,715124,1,NA
2007-09,2007,September,Scotland,F709H,NHS Fife,Fife,St Andrews Community Hospital,Minor Injury Unit or Other,309,NA,308,NA,NA,NA,NA,NA,NA,NA,NA,350283,715321,0.9967637540453075,NA
2007-09,2007,September,Scotland,F805H,NHS Fife,Fife,Queen Margaret Hospital,Emergency Department,3393,3393,3289,3289,753,137,2422,21,60,3,1,311292,688640,0.9693486590038314,0.9693486590038314
2007-09,2007,September,Scotland,V102H,NHS Forth Valley,Falkirk,Falkirk Community Hospital,Minor Injury Unit or Other,1813,1813,1808,1808,0,0,1283,225,305,0,0,288174,679767,0.9972421400992829,0.9972421400992829
2007-09,2007,September,Scotland,V201H,NHS Forth Valley,Clackmannanshire and Stirling,Stirling Community Hospital,Emergency Department,4301,4301,4012,4012,1125,7,2544,37,588,10,0,279698,692139,0.932806324110672,0.932806324110672
2007-09,2007,September,Scotland,N101H,NHS Grampian,Aberdeen City,Aberdeen Royal Infirmary,Emergency Department,5246,5246,5038,5038,1199,21,3918,74,34,16,4,391789,807053,0.9603507434235609,0.9603507434235609
2007-09,2007,September,Scotland,N121H,NHS Grampian,Aberdeen City,Royal Aberdeen Children's Hospital,Emergency Department,1486,1486,1480,1480,375,0,1107,4,0,0,0,391919,806977,0.9959623149394348,0.9959623149394348
2007-09,2007,September,Scotland,N151H,NHS Grampian,Aberdeenshire,Aboyne Hospital,Minor Injury Unit or Other,89,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,353599.9,798620.3,1,NA
2007-09,2007,September,Scotland,N331H,NHS Grampian,Aberdeenshire,Inverurie Hospital,Minor Injury Unit or Other,64,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,377208.2,820724.1,1,NA
2007-09,2007,September,Scotland,N332H,NHS Grampian,Aberdeenshire,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,70,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,363140.5,827937.2,1,NA
2007-09,2007,September,Scotland,N333H,NHS Grampian,Aberdeenshire,Peterhead Community Hospital,Minor Injury Unit or Other,1108,NA,1107,NA,NA,NA,NA,NA,NA,NA,NA,412467,845814,0.9990974729241877,NA
2007-09,2007,September,Scotland,N334H,NHS Grampian,Aberdeenshire,Fraserburgh Hospital,Minor Injury Unit or Other,845,NA,842,NA,NA,NA,NA,NA,NA,NA,NA,398932,866421,0.9964497041420118,NA
2007-09,2007,September,Scotland,N335H,NHS Grampian,Aberdeenshire,Jubilee Hospital,Minor Injury Unit or Other,259,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,352657.9,839486.1,1,NA
2007-09,2007,September,Scotland,N336H,NHS Grampian,Aberdeenshire,Turriff Cottage Hospital,Minor Injury Unit or Other,185,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,373102.8,849752.7,1,NA
2007-09,2007,September,Scotland,N337H,NHS Grampian,Aberdeenshire,Chalmers Hospital,Minor Injury Unit or Other,343,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,368817.4,864465.9,1,NA
2007-09,2007,September,Scotland,N411H,NHS Grampian,Moray,Dr Gray's Hospital,Emergency Department,1963,1963,1838,1838,482,8,1412,19,42,6,1,320593,862526,0.9363219561895059,0.9363219561895059
2007-09,2007,September,Scotland,N431H,NHS Grampian,Moray,Seafield Hospital,Minor Injury Unit or Other,76,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,341530,864641,1,NA
2007-09,2007,September,Scotland,N432H,NHS Grampian,Moray,Stephen Cottage Hospital,Minor Injury Unit or Other,31,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,332615,840044,1,NA
2007-09,2007,September,Scotland,N433H,NHS Grampian,Moray,Turner Memorial Hospital,Minor Injury Unit or Other,106,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,342894.03,850604.07,1,NA
2007-09,2007,September,Scotland,N434H,NHS Grampian,Moray,Leanchoil Hospital,Minor Injury Unit or Other,74,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,305635,857990,1,NA
2007-09,2007,September,Scotland,N451H,NHS Grampian,Moray,Fleming Cottage Hospital,Minor Injury Unit or Other,39,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,326704,842816,1,NA
2007-09,2007,September,Scotland,N494H,NHS Grampian,Aberdeenshire,Kincardine Community Hospital,Minor Injury Unit or Other,139,139,139,139,0,0,121,18,0,0,0,386065.6,786460.5,1,1
2007-09,2007,September,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1224,1224,1218,1218,321,1,789,99,14,0,0,238439,680824,0.9950980392156863,0.9950980392156863
2007-09,2007,September,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1224,1224,1218,1218,321,1,789,99,14,0,0,238439,680824,0.9950980392156863,0.9950980392156863
2007-09,2007,September,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2616,2616,2581,2581,547,5,1883,24,157,0,0,224623.63,675929.12,0.9866207951070336,0.9866207951070336
2007-09,2007,September,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2616,2616,2581,2581,547,5,1883,24,157,0,0,224623.63,675929.12,0.9866207951070336,0.9866207951070336
2007-09,2007,September,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5690,5690,5481,5481,1616,14,3679,69,312,7,0,247423,662910,0.9632688927943761,0.9632688927943761
2007-09,2007,September,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5690,5690,5481,5481,1616,14,3679,69,312,7,0,247423,662910,0.9632688927943761,0.9632688927943761
